id,comment_text,no_emotion,anger,disgust,fear,happiness,sadness,surprise
9027,"OK , thanks .",0,0,0,0,1,0,0
9028,"I am past my stop . Would you please let me get off ?",1,0,0,0,0,0,0
9029,"I am sorry . It's not allowed . You have to wait till the next station .",1,0,0,0,0,0,0
9030,"Well , that's OK .",1,0,0,0,0,0,0
9031,"Can you please slow down ? I am not in a hurry .",1,0,0,0,0,0,0
9032,"OK .",1,0,0,0,0,0,0
9033,"Good afternoon , madam . Is there anything I can do for you ?",1,0,0,0,0,0,0
9034,"Yes , I spent so much time sightseeing here . It is already so late now . I am afraid I can't catch the last bus back to downtown .",1,0,0,0,0,0,0
9035,"Don't worry . I will try to get a taxi for you . You can take it to the bus station .",0,0,0,0,1,0,0
9036,"I am very grateful to your help .",0,0,0,0,1,0,0
9037,"Don't mention it . It is my duty .",0,0,0,0,1,0,0
9038,"Thanks again .",0,0,0,0,1,0,0
9039,"Good afternoon , can I help you ?",1,0,0,0,0,0,0
9040,"Good afternoon . I need some stamps and envelopes .",1,0,0,0,0,0,0
9041,"How many and what kind ?",1,0,0,0,0,0,0
9042,"A dozen 30 - cent stamps and 6 envelopes .",1,0,0,0,0,0,0
9043,"Anything else ?",1,0,0,0,0,0,0
9044,"That ’ s all . How much altogether ?",1,0,0,0,0,0,0
9045,"$ 16 . 50 .",1,0,0,0,0,0,0
9046,"Thank you very much .",0,0,0,0,1,0,0
9047,"You are welcome .",0,0,0,0,1,0,0
9048,"Hello , sir . Can I help you ?",1,0,0,0,0,0,0
9049,"Yes . I ’ m looking for a winter jacket .",1,0,0,0,0,0,0
9050,"What size are you looking for ?",1,0,0,0,0,0,0
9051,"A medium is fine for me .",1,0,0,0,0,0,0
9052,"How about this one ?",1,0,0,0,0,0,0
9053,"I don ’ t like the color .",1,0,0,0,0,0,0
9054,"What color do you like ?",1,0,0,0,0,0,0
9055,"Blue .",1,0,0,0,0,0,0
9056,"How about that one ?",1,0,0,0,0,0,0
9057,"Yes . It ’ s nice . Can I try it on ?",1,0,0,0,0,0,0
9058,"Sure . There is a changing room behind you .",0,0,0,0,1,0,0
9059,"Thank you . I ’ ll be right back .",0,0,0,0,1,0,0
9060,"Excuse me .",1,0,0,0,0,0,0
9061,"Hello sir , may I help you ?",1,0,0,0,0,0,0
9062,"Yes . Can I see that T-shirt on the top shelf please ?",1,0,0,0,0,0,0
9063,"Sure . Here it is .",1,0,0,0,0,0,0
9064,"How much does it cost ?",1,0,0,0,0,0,0
9065,"50 dollars .",1,0,0,0,0,0,0
9066,"50 dollars . That's too much .",0,0,0,0,0,0,1
9067,"How about this one ? It's on sale for only 35 dollars .",1,0,0,0,0,0,0
9068,"I don't like that one .",1,0,0,0,0,0,0
9069,"How about the one next to the black gloves ? It's very similar to the one you like .",1,0,0,0,0,0,0
9070,"That's nice . How much is it ?",1,0,0,0,0,0,0
9071,"30 dollars .",1,0,0,0,0,0,0
9072,"That'll be fine .",1,0,0,0,0,0,0
9073,"Is this color OK , or would you like a different color ?",1,0,0,0,0,0,0
9074,"That blue one's fine .",1,0,0,0,0,0,0
9075,"Do you need any more of these shirts ?",1,0,0,0,0,0,0
9076,"Yes .",1,0,0,0,0,0,0
9077,"How many do you want ?",1,0,0,0,0,0,0
9078,"I'll take two more , a red one and a white one .",1,0,0,0,0,0,0
9079,"Could you change this note for me , please ?",1,0,0,0,0,0,0
9080,"Yes . How would you like it ?",1,0,0,0,0,0,0
9081,"Eight tens , six ones and large silver for others .",1,0,0,0,0,0,0
9082,"OK , here you are .",1,0,0,0,0,0,0
9083,"Thanks .",0,0,0,0,1,0,0
9084,"It's OK .",0,0,0,0,1,0,0
9085,"Excuse me , is this the parcel post counter ?",1,0,0,0,0,0,0
9086,"No , it's at counter 1 , right over there .",1,0,0,0,0,0,0
9087,"( At counter 1 . ) Do you take parcels here ?",1,0,0,0,0,0,0
9088,"Yes .",1,0,0,0,0,0,0
9089,"I want to send this package to Los Angeles , please .",1,0,0,0,0,0,0
9090,"Do you want to send it by air or by regular mail ?",1,0,0,0,0,0,0
9091,"I'd like to send it by regular mail .",1,0,0,0,0,0,0
9092,"I ’ ll have to weigh it first . 120 yuan , please .",1,0,0,0,0,0,0
9093,"Here is 200 .",1,0,0,0,0,0,0
9094,"Your change , please .",1,0,0,0,0,0,0
9095,"Thank you .",0,0,0,0,1,0,0
9096,"Good morning . What can I do for you ?",1,0,0,0,0,0,0
9097,"Christmas Day is coming . I want to buy several postcards to send to my family and friends . Can you recommend me some ?",1,0,0,0,0,0,0
9098,"Of course . How about these postcards ? They are specially designed for Christmas .",1,0,0,0,0,0,0
9099,"These postcards are great . I want to buy a dozen with different pictures .",0,0,0,0,1,0,0
9100,"No problem . You can choose what you like .",1,0,0,0,0,0,0
9101,"How much is a postcard ?",1,0,0,0,0,0,0
9102,"A postcard costs you five yuan . A dozen postcards cost you 60 yuan .",1,0,0,0,0,0,0
9103,"OK . Here is the money . Thank you very much .",0,0,0,0,1,0,0
9104,"You are welcome .",0,0,0,0,1,0,0
9105,"Good morning . What can I do for you ?",1,0,0,0,0,0,0
9106,"Good morning . I want to post this letter . Can you tell me what the postage is ?",1,0,0,0,0,0,0
9107,"I must weigh it . Do you want to send it by ordinary or registered mail ?",1,0,0,0,0,0,0
9108,"I want this letter registered . There is something valuable inside .",1,0,0,0,0,0,0
9109,"In that case , you'd better have it registered .",1,0,0,0,0,0,0
9110,"I think so . Would you mind telling me the postage now ?",1,0,0,0,0,0,0
9111,"Seven dollars and fifty cents in all .",1,0,0,0,0,0,0
9112,"Here is ten dollars .",1,0,0,0,0,0,0
9113,"OK . Here are your receipt and your change .",1,0,0,0,0,0,0
9114,"Thank you . Goodbye .",0,0,0,0,1,0,0
9115,"Bye .",0,0,0,0,1,0,0
9116,"Can I help you ?",1,0,0,0,0,0,0
9117,"En , I am looking for a porter , do you know where I can find one ?",1,0,0,0,0,0,0
9118,"There are so many here.The men with red hats are the porters .",1,0,0,0,0,0,0
9119,"What's the charge ?",1,0,0,0,0,0,0
9120,"Well , it depends how many pieces of luggages you have .",1,0,0,0,0,0,0
9121,"Thank you .",0,0,0,0,1,0,0
9122,"Good morning , Madam , can I take your order now ?",1,0,0,0,0,0,0
9123,"Yes , I'd like to have a roast chicken leg .",1,0,0,0,0,0,0
9124,"Anything else ?",1,0,0,0,0,0,0
9125,"No .",1,0,0,0,0,0,0
9126,"How about drink ?",1,0,0,0,0,0,0
9127,"No , enough .",1,0,0,0,0,0,0
9128,"Please wait a moment .",1,0,0,0,0,0,0
9129,"Waiter , come back .",1,0,0,0,0,0,0
9130,"OK . What's up , Madam ?",1,0,0,0,0,0,0
9131,"It's not too salty .",1,0,0,0,0,0,0
9132,"OK .",1,0,0,0,0,0,0
9133,"Waiter , come back again .",1,0,0,0,0,0,0
9134,"Yes , anything wrong ?",1,0,0,0,0,0,0
9135,"Not too rare .",1,0,0,0,0,0,0
9136,"Yes , I see .",1,0,0,0,0,0,0
9137,"Why do you come back again ?",1,0,0,0,0,0,0
9138,"There's a question I want to ask you .",1,0,0,0,0,0,0
9139,"What's that ?",1,0,0,0,0,0,0
9140,"Which leg do you want to have , right leg or left one ?",0,1,0,0,0,0,0
9141,"Thanks , thanks a lot and thanks a million .",0,0,0,0,1,0,0
9142,"Why do you say so many thanks ?",1,0,0,0,0,0,0
9143,"I can't forget about this when next time .",1,0,0,0,0,0,0
9144,"Do you have any plans for dinner tonight ?",1,0,0,0,0,0,0
9145,"No , I was thinking of putting a frozen pizza in the oven or something . How about you ?",1,0,0,0,0,0,0
9146,"I was thinking maybe we could make dinner together tonight . What do you think ?",1,0,0,0,0,0,0
9147,"I'm absolutely useless at cooking !",0,0,0,0,0,1,0
9148,"I could teach you how to cook something healthy . Frozen pizza are so bad for you !",1,0,0,0,0,0,0
9149,"I know they aren't good for you , but they are cheap , convenient , and fairly tasty .",1,0,0,0,0,0,0
9150,"I recently saw a recipe for spicy chicken curry in a magadize . Maybe we could try that ?",1,0,0,0,0,0,0
9151,"Yeah , why not . Do you have all the ingredients ?",1,0,0,0,0,0,0
9152,"I bought all the ingredients this morning , so let's start !",1,0,0,0,0,0,0
9153,"What do we do first ?",1,0,0,0,0,0,0
9154,"first , you need to wash the vegetables and then chop them into little pieces .",1,0,0,0,0,0,0
9155,"Ok . Should I heat the wok ?",1,0,0,0,0,0,0
9156,"Yes . Once it gets hot , put a little oil in it , add the vegetables and stir-fry them for a few minutes .",1,0,0,0,0,0,0
9157,"What about the chicken ?",1,0,0,0,0,0,0
9158,"That needs to be cut into thin strips about 3 cm long and then it can be stir-fried on its own until its cooked through .",1,0,0,0,0,0,0
9159,"How about the rice ?",1,0,0,0,0,0,0
9160,"I'll prepare that . Do you prefer white rice or brown rice ?",1,0,0,0,0,0,0
9161,"White rice , please . None of that healthy brown stuff for me !",1,0,0,0,0,0,0
9162,"Hi Michael .",1,0,0,0,0,0,0
9163,"Hi Amy . What's up ?",1,0,0,0,0,0,0
9164,"I'm looking for the airport . Can you tell me how to get there ?",1,0,0,0,0,0,0
9165,"No , sorry . I don't know .",1,0,0,0,0,0,0
9166,"I think I can take the subway to the airport . Do you know where the subway is ?",1,0,0,0,0,0,0
9167,"Sure , it's over there .",1,0,0,0,0,0,0
9168,"Where ? I don't see it .",1,0,0,0,0,0,0
9169,"Across the street .",1,0,0,0,0,0,0
9170,"Oh , I see it now . Thanks .",0,0,0,0,1,0,0
9171,"No problem .",0,0,0,0,1,0,0
9172,"Do you know if there's a restroom around here ?",1,0,0,0,0,0,0
9173,"Yes , there's one here . It's in the store .",1,0,0,0,0,0,0
9174,"Thank you .",0,0,0,0,1,0,0
9175,"Bye .",1,0,0,0,0,0,0
9176,"Chris , where are you going ?",1,0,0,0,0,0,0
9177,"I'm going to the store .",1,0,0,0,0,0,0
9178,"Really ? I need to go to the store too .",1,0,0,0,0,0,0
9179,"Would you like to come with me ?",1,0,0,0,0,0,0
9180,"Yeah , let's go together .",1,0,0,0,0,0,0
9181,"Would you like to go now or later ?",1,0,0,0,0,0,0
9182,"Now .",1,0,0,0,0,0,0
9183,"What ?",1,0,0,0,0,0,0
9184,"Now would be better .",1,0,0,0,0,0,0
9185,"OK , let's go .",1,0,0,0,0,0,0
9186,"Should we walk ?",1,0,0,0,0,0,0
9187,"No , it's too far . Let's drive .",1,0,0,0,0,0,0
9188,"Excuse me , but could you give me some change ?",1,0,0,0,0,0,0
9189,"Let me see . Are dimes and quarters OK ?",1,0,0,0,0,0,0
9190,"I want to make a long distance phone call .",1,0,0,0,0,0,0
9191,"Then you'll need small change .",1,0,0,0,0,0,0
9192,"Excuse me , could you give me change for a dollar ?",1,0,0,0,0,0,0
9193,"I'll see what I have . What do you need it for ?",1,0,0,0,0,0,0
9194,"I want to get cigarettes .",1,0,0,0,0,0,0
9195,"You can use quarters , dimes and nickels .",1,0,0,0,0,0,0
9196,"I beg your pardon ?",1,0,0,0,0,0,0
9197,"I said , ' Do you need any help ? '",1,0,0,0,0,0,0
9198,"That's very nice of you . I guess I could use some help .",1,0,0,0,0,0,0
9199,"Just tell me what you'd like me to do .",1,0,0,0,0,0,0
9200,"Sorry to bother you , but do you have change for a one ?",1,0,0,0,0,0,0
9201,"I'll have to look . What do you want it for ?",1,0,0,0,0,0,0
9202,"I need it for the parking meter .",1,0,0,0,0,0,0
9203,"I can give you quarters , if that'll help .",1,0,0,0,0,0,0
9204,"Laura , what are you going to do today ?",1,0,0,0,0,0,0
9205,"I'm going shopping .",1,0,0,0,0,0,0
9206,"What time are you leaving ?",1,0,0,0,0,0,0
9207,"I'm going to leave around 4 O'clock .",1,0,0,0,0,0,0
9208,"Will you buy a ham sandwich for me at the store ?",1,0,0,0,0,0,0
9209,"OK .",1,0,0,0,0,0,0
9210,"Do you have enough money ?",1,0,0,0,0,0,0
9211,"I'm not sure .",1,0,0,0,0,0,0
9212,"How much do you have ?",1,0,0,0,0,0,0
9213,"25 dollars . Do you think that's enough ?",1,0,0,0,0,0,0
9214,"That's not very much .",1,0,0,0,0,0,0
9215,"I think it's OK . I also have two credit cards .",1,0,0,0,0,0,0
9216,"Let me give you another ten dollars .",1,0,0,0,0,0,0
9217,"Thanks . See you later .",0,0,0,0,1,0,0
9218,"Bye .",1,0,0,0,0,0,0
9219,"Pardon me , but I was wondering if you could break a one .",1,0,0,0,0,0,0
9220,"Let me look . What do you need ?",1,0,0,0,0,0,0
9221,"I need the change for the stamp machine .",1,0,0,0,0,0,0
9222,"I think dimes and quarters will do .",1,0,0,0,0,0,0
9223,"Next please .",1,0,0,0,0,0,0
9224,"I want to send this letter to the US by airmail .",1,0,0,0,0,0,0
9225,"That'll be five yuan forty , please .",1,0,0,0,0,0,0
9226,"I'd like to buy some postcards of Beijing .",1,0,0,0,0,0,0
9227,"How about this set ?",1,0,0,0,0,0,0
9228,"Looks nice . Okay , I'll take it .",0,0,0,0,1,0,0
9229,"Good morning , miss .",1,0,0,0,0,0,0
9230,"Good morning , I'd like a haircut .",1,0,0,0,0,0,0
9231,"How would you like it ?",1,0,0,0,0,0,0
9232,"Just a trim will do .",1,0,0,0,0,0,0
9233,"I'd like to pick up my package .",1,0,0,0,0,0,0
9234,"Here is the notice .",1,0,0,0,0,0,0
9235,"Could you show me your ID , Please ?",1,0,0,0,0,0,0
9236,"Sure , here you are .",1,0,0,0,0,0,0
9237,"A moment , please .",1,0,0,0,0,0,0
9238,"How can I help you ?",1,0,0,0,0,0,0
9239,"I'm here for a facial . I made an appointment over the phone for 3:30 today .",1,0,0,0,0,0,0
9240,"What's your name ?",1,0,0,0,0,0,0
9241,"Addison .",1,0,0,0,0,0,0
9242,"Ok . Which facial would you like ? We have five different kinds of facials .",1,0,0,0,0,0,0
9243,"Which would you recommend ?",1,0,0,0,0,0,0
9244,"Well , since it's summer and it looks like you've had quite a bit of sun , I'd recommend our summer special . It's especially suited for individuals with sensitive skin .",1,0,0,0,0,0,0
9245,"What does it include ?",1,0,0,0,0,0,0
9246,"The facial will start with a thorough cleansing .",1,0,0,0,0,0,0
9247,"Does it include a facial mask and a massage ?",1,0,0,0,0,0,0
9248,"Yes . The stimulation mask promotes blood flow and will firm up the skin . You can also choose to either get a hand or back massage as well .",1,0,0,0,0,0,0
9249,"Will you exfoliate the skin as well ?",1,0,0,0,0,0,0
9250,"Yes . We'll also apply some of our special day cream that will moisturize our skin and protect it from the sun .",1,0,0,0,0,0,0
9251,"That sounds great . I'll have that one then .",0,0,0,0,1,0,0
9252,"Ok , just follow me .",1,0,0,0,0,0,0
9253,"What was that ?",1,0,0,0,0,0,0
9254,"I said , ' Is there anything I can do ? '",1,0,0,0,0,0,0
9255,"If it's not too much trouble , I would like some help .",1,0,0,0,0,0,0
9256,"It's no trouble at all . I'll carry this suitcase for you .",1,0,0,0,0,0,0
9257,"Is there any cable for the Internet ?",1,0,0,0,0,0,0
9258,"Yes .",1,0,0,0,0,0,0
9259,"How much do I need to pay for it ?",1,0,0,0,0,0,0
9260,"Nothing . The landlord pays .",1,0,0,0,0,0,0
9261,"Is there a mailbox in the apartment ?",1,0,0,0,0,0,0
9262,"Yes . Each apartment has one .",1,0,0,0,0,0,0
9263,"Are there any parking lots for the tenants ?",1,0,0,0,0,0,0
9264,"Yes . But you need to pay $ 60 for it each month .",1,0,0,0,0,0,0
9265,"Is there an alarm system in the apartment ?",1,0,0,0,0,0,0
9266,"Yes . We set up the new alarm system a few months ago .",1,0,0,0,0,0,0
9267,"Who will take responsibility for the heating system if it has a problem ?",1,0,0,0,0,0,0
9268,"Of course we do . It is the landlord ’ s responsibility .",1,0,0,0,0,0,0
9269,"Are smoke detectors provided ?",1,0,0,0,0,0,0
9270,"Yes .",1,0,0,0,0,0,0
9271,"Hi , I ’ m Cindy , the office clerk . What can I do for you ?",1,0,0,0,0,0,0
9272,"Hi , I ’ m Henry Wilson from number 37 .",1,0,0,0,0,0,0
9273,"Hi Henry . How are you ? Is everything Okay in your apartment ?",1,0,0,0,0,0,0
9274,"Yes . Everything is fine in the apartment . But I know nothing about this area . Could I ask you some questions ?",1,0,0,0,0,0,0
9275,"Yes , please .",1,0,0,0,0,0,0
9276,"Can you tell me the postal code for this building ?",1,0,0,0,0,0,0
9277,"Yes , it ’ s L8V 4B7 .",1,0,0,0,0,0,0
9278,"Thank you . Also , how can I get my mailbox key ?",0,0,0,0,1,0,0
9279,"I ’ ll tell Peter to bring your key to your apartment right away .",1,0,0,0,0,0,0
9280,"Who ’ s Peter ?",1,0,0,0,0,0,0
9281,"He ’ s the superintendent of this building .",1,0,0,0,0,0,0
9282,"Thanks a lot . I ’ Ve got one more question .",0,0,0,0,1,0,0
9283,"No problem . Go ahead , please .",1,0,0,0,0,0,0
9284,"Where can I change the address on my driver ’ s license ?",1,0,0,0,0,0,0
9285,"The Department of Motor Vehicles office is at 212 Barton Street North .",1,0,0,0,0,0,0
9286,"Can you give me directions to the office ?",1,0,0,0,0,0,0
9287,"We are at 2368 King Street East .",1,0,0,0,0,0,0
9288,"Yes .",1,0,0,0,0,0,0
9289,"So , it ’ s easy to get to the office from here . From your apartment , just drive along King Street East for about one kilometer and you ’ ll see a three-story blue building on your right . That ’ s the Department of Motor Vehicles building where you can change your driver ’ s license .",1,0,0,0,0,0,0
9290,"What floor is the office on ?",1,0,0,0,0,0,0
9291,"It ’ s on the first floor .",1,0,0,0,0,0,0
9292,"Thank you very much .",0,0,0,0,1,0,0
9293,"You are very welcome .",0,0,0,0,1,0,0
9294,"Come on in . Let me show you around . Here ’ s the living room .",1,0,0,0,0,0,0
9295,"Great . The view from this window is wonderful .",0,0,0,0,1,0,0
9296,"This is the kitchen .",1,0,0,0,0,0,0
9297,"It looks new .",0,0,0,0,1,0,0
9298,"Yes . We just renovated a few month ago .",1,0,0,0,0,0,0
9299,"I like it .",0,0,0,0,1,0,0
9300,"Here ’ s the master bedroom .",1,0,0,0,0,0,0
9301,"Wow , it ’ s nice . What did you say about the rent ?",1,0,0,0,0,0,0
9302,"$ 900 a month .",1,0,0,0,0,0,0
9303,"Does that include utilities ?",1,0,0,0,0,0,0
9304,"Yes . It includes electricity , water , gas and cable , but the telephone is extra .",1,0,0,0,0,0,0
9305,"When will it be available ?",1,0,0,0,0,0,0
9306,"The end of this month .",1,0,0,0,0,0,0
9307,"I like it a lot but I need to talk with my wife . Can you hold it for me for two days ?",0,0,0,0,1,0,0
9308,"Sure .",1,0,0,0,0,0,0
9309,"Thank you very much . I will let you know as soon as possible .",0,0,0,0,1,0,0
9310,"I'm afraid I have to return this sweater .",0,0,0,0,0,1,0
9311,"May I ask if there's anything wrong with it ?",1,0,0,0,0,0,0
9312,"You see , there is a run at the neck .",1,0,0,0,0,0,0
9313,"Oh , sorry.But do you want to change it for another one ?",1,0,0,0,0,0,0
9314,"No , thank you .",1,0,0,0,0,0,0
9315,"I want to lose some weight !",1,0,0,0,0,0,0
9316,"So do I !",1,0,0,0,0,0,0
9317,"I have a yoga class tomorrow . Do you want to come with me ?",1,0,0,0,0,0,0
9318,"No , it's too expensive for me . I've decided to take some exercises on my own .",1,0,0,0,0,0,0
9319,"What are you going to do ?",1,0,0,0,0,0,0
9320,"Run around the track . In the morning I run for an hour , and in the afternoon I run around the building .",1,0,0,0,0,0,0
9321,"Good , I am sure it will work if you can persist .",0,0,0,0,1,0,0
9322,"I hope so . Would you like to join me ?",1,0,0,0,0,0,0
9323,"Sounds good !",0,0,0,0,1,0,0
9324,"You are in the pink recently . How do you make it ?",1,0,0,0,0,0,0
9325,"Well , I attend an aerobic class three times a week .",1,0,0,0,0,0,0
9326,"Are you tired after class ?",1,0,0,0,0,0,0
9327,"No . And on the contrary , I feel young , fresh and energetic .",1,0,0,0,0,0,0
9328,"What did you say ?",1,0,0,0,0,0,0
9329,"I said it ’ s a lovely day . Why don't we go for a walk ?",1,0,0,0,0,0,0
9330,"Well , I feel a little tired .",1,0,0,0,0,0,0
9331,"Come on ! Rest breads rust .",1,0,0,0,0,0,0
9332,"Then can you wait a few minutes ? I want to finish writing this letter .",1,0,0,0,0,0,0
9333,"I hope it won't be too long . It would be a shame not to take advantage of such lovely weather .",1,0,0,0,0,0,0
9334,"It won't be long . No more than ten minutes . Why don't you go ahead and I'll meet you in the park ?",1,0,0,0,0,0,0
9335,"OK ! See you later !",0,0,0,0,1,0,0
9336,"Hi , I ’ m Ray , your tenant in Room 209 .",1,0,0,0,0,0,0
9337,"Hi . What ’ s up ?",1,0,0,0,0,0,0
9338,"There ’ re some problems in my apartment . First , the faucet in the bathtub drips constantly .",1,0,0,0,0,0,0
9339,"Okay , I ’ ll ask my plumber to come by and fix it today . What else ?",1,0,0,0,0,0,0
9340,"One of the burners on the stove doesn ’ t work .",1,0,0,0,0,0,0
9341,"What ’ s the matter with it ?",1,0,0,0,0,0,0
9342,"I can ’ t control the temperature .",1,0,0,0,0,0,0
9343,"I ’ ll get an electrician to repair it as soon as possible . Is that everything ?",1,0,0,0,0,0,0
9344,"Well , there ’ s one more thing . The telephone is dead .",1,0,0,0,0,0,0
9345,"I ’ m sorry . There ’ s nothing I can do about that . You ’ Ve got to call the phone company .",1,0,0,0,0,0,0
9346,"Okay . Thank you very much .",0,0,0,0,1,0,0
9347,"You ’ re welcome .",0,0,0,0,1,0,0
9348,"( At the MET station ) Hurry up ! We are running late for school .",1,0,0,0,0,0,0
9349,"Let's take the MET . lt's faster and cheap .",1,0,0,0,0,0,0
9350,"Which line should we take if we go to Danshui ?",1,0,0,0,0,0,0
9351,"We should take the red line . Let's get the tickets at the automatic vending Machine .",1,0,0,0,0,0,0
9352,"How much money should I insert in the slot ?",1,0,0,0,0,0,0
9353,"5o dollars . Later you have to place your ticket near the sensor .",1,0,0,0,0,0,0
9354,"I see .",1,0,0,0,0,0,0
9355,"It's so crowded . All the seats are taken . Let's go there . There is a seat over there .",1,0,0,0,0,0,0
9356,"It's a priority seat . We can not sit there . We should give the seats to those eld , pregnant and disabled people .",1,0,0,0,0,0,0
9357,"Yeah , you are right . Let's stand . It takes only about 20 minutes .",1,0,0,0,0,0,0
9358,"If we go to Danshui in the morning on A weekday , we are sure to have seats since it's not during rush hour .",1,0,0,0,0,0,0
9359,"Anyway , we are arriving at Danshui soon . I can't wait to watch the beautiful sunset .",0,0,0,0,1,0,0
9360,"Are you ready for your first driving lesson ?",1,0,0,0,0,0,0
9361,"Yes . Which one is the brake again ?",1,0,0,0,0,0,0
9362,"The pedal on your left is the brake and the one on your right is the gas .",1,0,0,0,0,0,0
9363,"I ’ m glad this car is an automatic . I don't like having to change gears .",1,0,0,0,0,0,0
9364,"Automatics are very simple to drive . The first thing you should do is put your seat belt on .",1,0,0,0,0,0,0
9365,"You should also put yours on . you never know what will happen with me in the driver ’ s seat !",1,0,0,0,0,0,0
9366,"Very funny . Next you should check your side mirrors and your rear view mirror . Can you see out of them ?",1,0,0,0,0,0,0
9367,"I can ’ t see anything out of the side mirror on your side of the car . Could you move it forward a bit , please ?",1,0,0,0,0,0,0
9368,"How ’ s that ?",1,0,0,0,0,0,0
9369,"That ’ s better . Now what ?",1,0,0,0,0,0,0
9370,"Check your petrol situation .",1,0,0,0,0,0,0
9371,"The tank is almost empty . I guess I ’ ll drive to the petrol station to fill it up .",1,0,0,0,0,0,0
9372,"That ’ s a good idea . Put your keys in the ignition , start it up , put the car in reserve , wait for the road to be clear , and then back out of the driveway .",1,0,0,0,0,0,0
9373,"I got it . Don ’ t worry . I ’ ll get you there in one piece .",1,0,0,0,0,0,0
9374,"Remember , no honking this time . The horn is only for emergencies !",1,0,0,0,0,0,0
9375,"Why does that cop car behind me have its red lights on ?",1,0,0,0,0,0,0
9376,"Hello , do you remember me ? I bought some vases from you yesterday .",1,0,0,0,0,0,0
9377,"eyes , you sent them to New York , right ?",1,0,0,0,0,0,0
9378,"That's right . I thought I'd come back to buy a few more souvenirs .",1,0,0,0,0,0,0
9379,"What did you have in mind ?",1,0,0,0,0,0,0
9380,"Well , first , I'd like to buy a few postcards . My sister used to always send a postcard to herself whenever she went anywhere . I want to do that , too .",1,0,0,0,0,0,0
9381,"We have plenty of postcards to choose from here . The same designs can be found on these posters .",1,0,0,0,0,0,0
9382,"Posters are difficult to travel with . I think I'll just buy the postcards . I heard that you might also have some of the masks that are made in Venice .",1,0,0,0,0,0,0
9383,"Yes , we do . They're on the wall behind you .",1,0,0,0,0,0,0
9384,"How much do they cost ?",1,0,0,0,0,0,0
9385,"The prices are clearly marked on the back of each mask . Would you like me to get one down for you to look at ?",1,0,0,0,0,0,0
9386,"Yes , I think I'd like the green mask in the middle .",1,0,0,0,0,0,0
9387,"Here you go .",1,0,0,0,0,0,0
9388,"I'll take it , I'd also like to buy some chocolate .",1,0,0,0,0,0,0
9389,"Are you looking for some homemade chocolate as a gift ?",1,0,0,0,0,0,0
9390,"Yes , it's my girlfriend's birthday today and she loves chocolate .",1,0,0,0,0,0,0
9391,"We've got plenty to choose from here .",1,0,0,0,0,0,0
9392,"They look delicious . I think she'll be pleased .",0,0,0,0,1,0,0
9393,"Hello , can I help you ?",1,0,0,0,0,0,0
9394,"Yes . I ’ m looking for something to wear to a formal party .",1,0,0,0,0,0,0
9395,"What dress size do you wear ?",1,0,0,0,0,0,0
9396,"Medium , a woman ’ s size 10 or 12 .",1,0,0,0,0,0,0
9397,"This dress is the latest fashion form Paris . It ’ s made of pure silk . And this silk blouse would go with this skirt . Do you like it ?",1,0,0,0,0,0,0
9398,"Yes .",1,0,0,0,0,0,0
9399,"Why don ’ t you try it on and see how you feel about it ?",1,0,0,0,0,0,0
9400,"That ’ s a great idea . I ’ ll try it on .",0,0,0,0,1,0,0
9401,"How does that feel ?",1,0,0,0,0,0,0
9402,"It feels very good .",0,0,0,0,1,0,0
9403,"You look wonderful .",0,0,0,0,1,0,0
9404,"Okay . I ’ ll take it . Thank you very much .",0,0,0,0,1,0,0
9405,"You ’ re welcome .",0,0,0,0,1,0,0
9406,"Hello , Frank .",1,0,0,0,0,0,0
9407,"Hi , Steven . What's new with you ?",1,0,0,0,0,0,0
9408,"Not too much . I'm looking to rent an apartment .",1,0,0,0,0,0,0
9409,"Why ?",1,0,0,0,0,0,0
9410,"I dislike my roommate . He really turns me off .",0,1,0,0,0,0,0
9411,"What happened ? Did you have a fight ?",1,0,0,0,0,0,0
9412,"No . He likes to leave his things about and never cleans the room .",1,0,0,0,0,0,0
9413,"I hate that , either . Did you tell him your feelings ?",1,0,0,0,0,0,0
9414,"Yes . But he doesn't care . I really wouldn't want to move , but I simply can ’ t stand him .",1,0,0,0,0,0,0
9415,"It's a problem . You'd better move .",1,0,0,0,0,0,0
9416,"So , how should we get to the theatre ?",1,0,0,0,0,0,0
9417,"Let's take the bus .",1,0,0,0,0,0,0
9418,"I hate the bus system in London ! The bus drivers are rude , the buses are never on time , and there are few people around who can help you .",0,1,0,0,0,0,0
9419,"It's not that bad . You probably just had a bad experience once .",1,0,0,0,0,0,0
9420,"It wasn't just once . Every single time I take the bus , something bad happens to me or to someone else on the bus .",0,1,0,0,0,0,0
9421,"We could take the subway , but we'd have to go three stops along one line and then change trains twice .",1,0,0,0,0,0,0
9422,"Train fares are twice as expensive as the bus fare , too .",1,0,0,0,0,0,0
9423,"If we don't hurry up , we'll miss the show . Should we take the bus ?",1,0,0,0,0,0,0
9424,"We're already late , so I think we had better take a taxi .",1,0,0,0,0,0,0
9425,"I don't think we'll be able to find a taxi very easily during hush hours . Let's just take the bus .",1,0,0,0,0,0,0
9426,"Fine . Have a look at the timetable to find out when the next one arrives .",1,0,0,0,0,0,0
9427,"It looks like it should be here in just a few minutes . don't worry . Nothing bad will happen . I'll even buy your ticket for you .",1,0,0,0,0,0,0
9428,"Thanks , that was nice of you .",0,0,0,0,1,0,0
