id,comment_text,no_emotion,anger,disgust,fear,happiness,sadness,surprise
1866,"""""""Oh my God! Joey!""""""",0,0,0,0,0,0,1
1867,"""""""Hell yeah! I’ll marry you!""""""",0,0,0,0,1,0,0
1868,"""""""Phoebe I think he would notice if you didn’t have a baby in nine months!""""""",0,1,0,0,0,0,0
1869,"""""""It’s Joey!""""""",0,0,0,0,0,0,1
1870,"""""""Now I can’t believe it! What? Rachel’s pregnant?  Who’s the father?""""""",0,0,0,0,0,0,1
1871,"""""""We don’t know.""""""",1,0,0,0,0,0,0
1872,"""""""Ohh… I wonder if that dude.""""""",1,0,0,0,0,0,0
1873,"""""""There’s a dude?""""""",0,0,0,0,0,0,1
1874,"""""""Yeah.""""""",1,0,0,0,0,0,0
1875,"""""""Who? Who is it?""""""",0,0,0,0,0,0,1
1876,"""""""About a month ago this guy spent the night with Rachel, I didn’t see who it was but""""""",0,0,1,0,0,0,0
1877,"""""""Was that story over?""""""",1,0,0,0,0,0,0
1878,"""""""You can’t marry him!""""""",0,1,0,0,0,0,0
1879,"""""""The guy left this.""""""",1,0,0,0,0,0,0
1880,"""""""Oh my God! I know who the father is""""""",0,0,0,0,0,0,1
1881,"""""""People have got to finish their stories!""""""",0,1,0,0,0,0,0
1882,"""""""Hey lady, your day’s over! It’s my turn!""""""",0,1,0,0,0,0,0
1883,"""""""Phoebe!""""""",0,0,0,0,0,0,1
1884,"""""""Why?! Why can’t she marry me?!""""""",0,0,0,0,0,0,1
1885,"""""""I can and I will!""""""",0,1,0,0,0,0,0
1886,"""""""She’s not pregnant. It’s Rachel. Rachel’s the one who’s pregnant.""""""",1,0,0,0,0,0,0
1887,"""""""Oh my God.""""""",0,0,0,0,0,0,1
1888,"""""""Hey!""""""",0,1,0,0,0,0,0
1889,"""""""Hey, Joey, could you pass the cheese?""""""",1,0,0,0,0,0,0
1890,"""""""Listen uh, I’d prefer it if you didn’t call me Joey.""""""",1,0,0,0,0,0,0
1891,"""""""Since I don’t know anyone here, I thought it’d be cool to try out a cool work nickname.""""""",1,0,0,0,0,0,0
1892,"""""""Hey, dragon! Here’s your tips from Monday and Tuesday.""""""",1,0,0,0,0,0,0
1893,"""""""There’s like-there’s like 300 bucks in this one!""""""",0,0,0,0,0,0,1
1894,"""""""Yeah, people get pretty generous around the holidays. And it never hurts to wear tight trousers.""""""",1,0,0,0,0,0,0
1895,"""""""Could the waiters gather around to hear tonight’s specials?""""""",1,0,0,0,0,0,0
1896,"""""""Okay, first there is a Chilean Sea Bass prepared with a Mango relish on a bag—Why is nobody writing these down?""""""",1,0,0,0,0,0,0
1897,"""""""Because we can remember them.""""""",1,0,0,0,0,0,0
1898,"""""""Because your all gonna make up fake specials and make me cook them like you did the other night?""""""",0,1,0,0,0,0,0
1899,"""""""Oh my God, you’re back!""""""",0,0,0,0,0,0,1
1900,"""""""Ohh, let me see it! Let me see your hand!""""""",0,0,0,0,0,0,1
1901,"""""""Why do you want to see my hand?""""""",1,0,0,0,0,0,0
1902,"""""""I wanna see what’s in your hand. I wanna see the trash.""""""",0,0,1,0,0,0,0
1903,"""""""Eww! Oh, it’s all dirty. You should throw this out.""""""",0,0,1,0,0,0,0
1904,"""""""No!""""""",0,1,0,0,0,0,0
1905,"""""""Me too!""""""",0,0,0,0,1,0,0
1906,"""""""Hey, when the music starts up again, I was thinking of maybe goind into the robot, y’know?""""""",1,0,0,0,0,0,0
1907,"""""""Ross, I think we should stick to the routine, we don’t wanna look stupid!""""""",0,0,0,0,1,0,0
1908,"""""""Alright we’re back! Ten seconds left here we go! Ten! Nine! Eight! Seven!""""""",0,0,0,0,1,0,0
1909,"""""""Three, Two, One!""""""",1,0,0,0,0,0,0
1910,"""""""Cut!""""""",1,0,0,0,0,0,0
1911,"""""""No! Year! Happy No Year!""""""",0,0,0,0,1,0,0
1912,"""""""Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a wrap!""""""",0,0,0,0,1,0,0
1913,"""""""So Lizzie, are-are-are you planning on staying the night?""""""",1,0,0,0,0,0,0
1914,"""""""Oh no-no believe me, I’m leaving as soon as possible!""""""",1,0,0,0,0,0,0
1915,"""""""Good. Good. Not that we don’t want you to stay, obviously you’re welcome—How much more homework do you have?""""""",1,0,0,0,0,0,0
1916,"""""""I see. Y’know umm, Phoebe makes sock bunnies.""""""",1,0,0,0,0,0,0
1917,"""""""No!""""""",0,0,0,0,0,0,1
1918,"""""""Oh, it’s okay. I don’t""""""",1,0,0,0,0,0,0
1919,"""""""No-no, it’s not okay!""""""",0,0,0,0,0,1,0
1920,"""""""It’s not!""""""",0,0,0,0,0,1,0
1921,"""""""I mean you were just… You’re so incredible!""""""",0,0,0,0,0,1,0
1922,"""""""You went through all this time and effort to make this tape for me!""""""",0,0,0,0,0,1,0
1923,"""""""Y’know I’m just gonna—I, I am gonna make this up to you!""""""",0,0,0,0,1,0,0
1924,"""""""I will!""""""",0,0,0,0,0,1,0
1925,"""""""I-I am going to""""""",1,0,0,0,0,0,0
1926,"""""""Well, I did put a lot of thought in the tape.""""""",1,0,0,0,0,0,0
1927,"""""""No, she doesn’t.""""""",1,0,0,0,0,0,0
1928,"""""""Uh Phoebe, what she makes—that’s uh—they’re sock rabbits.""""""",1,0,0,0,0,0,0
1929,"""""""They are completely different—Okay!""""""",0,1,0,0,0,0,0
1930,"""""""Okay!""""""",0,0,0,0,0,0,1
1931,"""""""Okay!""""""",0,0,0,0,0,0,1
1932,"""""""I didn’t make it!""""""",0,0,0,0,0,1,0
1933,"""""""I’m sorry!""""""",0,0,0,0,0,1,0
1934,"""""""I totally forgot about tonight and the fact that we’re supposed to""""""",1,0,0,0,0,0,0
1935,"""""""No.  And then I called him, and he wasn’t there.""""""",1,0,0,0,0,0,0
1936,"""""""Well, then he’s, he’s probably just, out.""""""",1,0,0,0,0,0,0
1937,"""""""Is it okay if I finish the apple juice?""""""",1,0,0,0,0,0,0
1938,"""""""Is that Mark?""""""",1,0,0,0,0,0,0
1939,"""""""Umm, honey, look he just came over to....""""""",1,0,0,0,0,0,0
1940,"""""""Yeah! Got it!""""""",0,1,0,0,0,0,0
1941,"""""""Hey, dinosaur guy, look at you, so sad. Come dance.""""""",1,0,0,0,0,0,0
1942,"""""""Ah, that’s okay, thanks.""""""",0,0,0,0,0,1,0
1943,"""""""Hey, you don’t have to smile. You just have to dance.""""""",1,0,0,0,0,0,0
1944,"""""""Look, I don’t feel like dancing, I feel like having a drink. Okay?""""""",0,0,0,0,0,1,0
1945,"""""""Oh, okay.  Hey, two beers.""""""",1,0,0,0,0,0,0
1946,"""""""Oh, thank you that’s very helpful, I’m glad you came over.""""""",1,0,0,0,0,0,0
1947,"""""""Hello.""""""",1,0,0,0,0,0,0
1948,"""""""Hi! It’s me.""""""",0,0,0,0,0,1,0
1949,"""""""Hi! Oh, I’m so glad you called.""""""",0,0,0,0,1,0,0
1950,"""""""Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?""""""",0,0,0,0,0,1,0
1951,"""""""Hey, what do you want to drink?""""""",1,0,0,0,0,0,0
1952,"""""""Who’s that?""""""",0,0,0,0,0,0,1
1953,"""""""Nobody.""""""",1,0,0,0,0,0,0
1954,"""""""You wanna go in the bedroom? It’s a little more comfortable.""""""",1,0,0,0,0,0,0
1955,"""""""Sure.""""""",1,0,0,0,0,0,0
1956,"""""""I’m serious!""""""",0,1,0,0,0,0,0
1957,"""""""This isn’t funny!""""""",0,1,0,0,0,0,0
1958,"""""""Those contracts absolutely had to go out today!""""""",0,1,0,0,0,0,0
1959,"""""""Rach, I’m sorry, but you didn’t give me any contracts!""""""",0,0,0,0,0,0,1
1960,"""""""Yes I did! And I put a little""""""",0,1,0,0,0,0,0
1961,"""""""I’m telling you, you never gave them to me.""""""",1,0,0,0,0,0,0
1962,"""""""Y’know what Tag, if we went down to the office you would see those contracts sitting on your desk.""""""",0,1,0,0,0,0,0
1963,"""""""No, I would see you looking embarrassed because they are""""""",0,1,0,0,0,0,0
1964,"""""""Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!""""""",0,0,1,0,0,0,0
1965,"""""""You wanna go down to the office right now?""""""",1,0,0,0,0,0,0
1966,"""""""Okay.  Oh wait! Umm, did you send those contracts to Milan?""""""",0,0,0,0,0,0,1
1967,"""""""No! Come on its late, we’re not gonna go down to the office.""""""",0,1,0,0,0,0,0
1968,"""""""Okay I understand.  I wouldn’t want to be proved wrong either.""""""",1,0,0,0,0,0,0
1969,"""""""Okay get your coat!  Oh! When did you unhook this?  Nice work!""""""",0,0,0,0,1,0,0
1970,"""""""If this is your idea of sexy talk?""""""",0,0,0,0,0,0,1
1971,"""""""No seriously, y’know the contracts I gave you, did you overnight them?""""""",0,0,0,1,0,0,0
1972,"""""""What contracts?""""""",1,0,0,0,0,0,0
1973,"""""""Okay please tell me that this is just one of your jokes that you do that I don’t get.""""""",0,0,0,0,1,0,0
1974,"""""""Like what?""""""",1,0,0,0,0,0,0
1975,"""""""Y’know, like the thing when you put the phone in your pants?""""""",0,0,1,0,0,0,0
1976,"""""""Tag!""""""",0,1,0,0,0,0,0
1977,"""""""Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.""""""",1,0,0,0,0,0,0
1978,"""""""Nice to meet you.""""""",1,0,0,0,0,0,0
1979,"""""""Oh and I need to talk to you.""""""",1,0,0,0,0,0,0
1980,"""""""About what?""""""",1,0,0,0,0,0,0
1981,"""""""To see if know what these guys are talking about.""""""",1,0,0,0,0,0,0
1982,"""""""Pheebs, how’s it going?""""""",1,0,0,0,0,0,0
1983,"""""""I’m doing okay. I think it’s going well. Do you think they’re having fun? Am I talking to fast?""""""",1,0,0,0,0,0,0
1984,"""""""Nope, sound like me. Pheebs, it’s going great. Look at Chandler with little baby girl Chandler.""""""",0,0,0,0,1,0,0
1985,"""""""Little baby girl Chandler, where I have heard that before?""""""",1,0,0,0,0,0,0
1986,"""""""Oh right, Coach Ruben.""""""",1,0,0,0,0,0,0
1987,"""""""Do you know what Pheebs?""""""",1,0,0,0,0,0,0
1988,"""""""When you’re done over there, we kinda have a situation over here too.""""""",0,0,0,1,0,0,0
1989,"""""""Na-uh, no, we are all responsible for our own babies.""""""",1,0,0,0,0,0,0
1990,"""""""See that’s where I think that you’re wrong. We’ve been playing these babies man for man. we should really be playing a zone defense.""""""",1,0,0,0,0,0,0
1991,"""""""What do you mean?""""""",0,0,0,0,0,0,1
1992,"""""""Forgive me? You haven't been taking my calls in a week!""""""",0,1,0,0,0,0,0
1993,"""""""Well, I'm totally over it Chandler. Friends forever! Don't come out here!""""""",0,1,0,0,0,0,0
1994,"""""""Uh, what was that?""""""",0,0,0,0,0,0,1
1995,"""""""Uh,""""""",1,0,0,0,0,0,0
1996,"""""""Hey. When you guys were kids and you played""""""",1,0,0,0,0,0,0
1997,"""""""I was always Joanne.""""""",1,0,0,0,0,0,0
1998,"""""""And I’m appalled for you by the way.""""""",0,1,0,0,0,0,0
1999,"""""""You had to do it, didn’t you? You couldn’t just leave it alone.""""""",0,0,0,0,0,1,0
2000,"""""""Four percent. Okay. I tip more than that when there’s a bug in my food.""""""",0,0,1,0,0,0,0
2001,"""""""Ross, tonight was about the two of you getting along.  Oh, would you just see my chiropractor, already.""""""",0,1,0,0,0,0,0
2002,"""""""Yeah, I’m gonna go to a doctor who went to school in a mini-mall.""""""",0,0,1,0,0,0,0
2003,"""""""Hey Pheebs, what are you doing?""""""",1,0,0,0,0,0,0
2004,"""""""I’m, I’m freaking out!""""""",0,0,0,1,0,0,0
2005,"""""""Monica kinda trusted me with something and she shouldn’t have!""""""",0,0,0,1,0,0,0
2006,"""""""All right, I haven’t lived here in a while, so I have to ask you something.""""""",1,0,0,0,0,0,0
2007,"""""""Does Monica still turn on the lights in her bedroom?""""""",1,0,0,0,0,0,0
2008,"""""""Question. Was ah, ‘Egg the Gellers!’ the war cry of your neighbourhood?""""""",1,0,0,0,0,0,0
2009,"""""""Um. yeah.""""""",1,0,0,0,0,0,0
2010,"""""""I am""""""",1,0,0,0,0,0,0
2011,"""""""All right, look, here’s the bottom line Ross, this is fixable, if we act fast, okay.""""""",1,0,0,0,0,0,0
2012,"""""""So, I’ll invite him to brunch tomorrow and you can make nice.""""""",1,0,0,0,0,0,0
2013,"""""""Look, honey, I have tried to make nice, it doesn’t work.""""""",0,1,0,0,0,0,0
2014,"""""""Okay, look, Ross, I realise that my Father is difficult, but that’s why you have got to be the bigger man here.""""""",1,0,0,0,0,0,0
2015,"""""""Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn’t make any difference,""""""",0,1,0,0,0,0,0
2016,"""""""Like me tiny doctor!’""""""",0,1,0,0,0,0,0
2017,"""""""Okay, well can’t you just try it one more time Ross? For me? For me?""""""",0,0,0,0,0,1,0
2018,"""""""Rachel one brunch is not gonna solve anything. You gotta face it, okay we’re never gonna get along.""""""",0,1,0,0,0,0,0
2019,"""""""Ewww! Oh! It’s the Mattress King!""""""",0,0,1,0,0,0,0
2020,"""""""Okay, well you are just gonna have too, okay.""""""",0,1,0,0,0,0,0
2021,"""""""Because I already got a Mother and a Father who cannot stay in the same room together, okay, I don’t wanna have to have a separate room for you""""""",0,1,0,0,0,0,0
2022,"""""""Okay, okay, okay.  I’ll get the bagels.""""""",1,0,0,0,0,0,0
2023,"""""""Don’t look honey. Change the channel! Change the channel!""""""",0,0,1,0,0,0,0
2024,"""""""Wait! Wait! I wanna see this. After I divorce him, half of that kingdom is gonna be mine.""""""",0,0,0,0,1,0,0
2025,"""""""What a wank!""""""",0,1,0,0,0,0,0
2026,"""""""Oh, I cannot believe he’s using our divorce to sell mattresses.""""""",0,1,0,0,0,0,0
2027,"""""""I know!""""""",0,1,0,0,0,0,0
2028,"""""""And four ninety-nine for a pillow top queen set, who cares about the divorce, those babies will sell themselves.""""""",0,1,0,0,0,0,0
2029,"""""""'...I''m, I''m okay.'""""""",1,0,0,0,0,0,0
2030,"""""""That sounds good. I'll call you- or you call me, whatever...""""""",1,0,0,0,0,0,0
2031,"""""""Okay.""""""",1,0,0,0,0,0,0
2032,"""""""Bye.""""""",1,0,0,0,0,0,0
2033,"""""""Whoo-hoo!""""""",0,0,0,0,1,0,0
2034,"""""""Yeah, there you go!""""""",0,0,0,0,1,0,0
2035,"""""""Second date!""""""",0,0,0,0,1,0,0
2036,"""""""'...I dunno.'""""""",1,0,0,0,0,0,0
2037,"""""""Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay?""""""",0,1,0,0,0,0,0
2038,"""""""I mean,... how needy is that?""""""",0,0,1,0,0,0,0
2039,"""""""Remember when you where a kid and your Mom would drop you off at the movies with a jar of jam and a little spoon?""""""",1,0,0,0,0,0,0
2040,"""""""You're so pretty.""""""",0,0,0,0,1,0,0
2041,"""""""Hi!""""""",0,0,0,0,1,0,0
2042,"""""""Hey, Phoebe.""""""",1,0,0,0,0,0,0
2043,"""""""Hey, oh, you know that guy who's been following me? I talked to him today.""""""",1,0,0,0,0,0,0
2044,"""""""You talked to him. Are you crazy?""""""",0,0,0,0,0,0,1
2045,"""""""Thank you, Happy Holidays.""""""",0,0,0,0,1,0,0
2046,"""""""Now, that's trash. Young lady, you can't…  Hey! Stop that young lady, she donated trash!""""""",0,1,0,0,0,0,0
2047,"""""""Hey!!""""""",0,1,0,0,0,0,0
2048,"""""""The charity's on fire!""""""",0,0,0,1,0,0,0
2049,"""""""Help!""""""",0,0,0,1,0,0,0
2050,"""""""Oh good!""""""",0,0,0,0,1,0,0
2051,"""""""Thank you, I need that.""""""",0,0,0,0,1,0,0
2052,"""""""Whoa!""""""",0,0,0,0,0,0,1
2053,"""""""What is that?!""""""",0,0,0,0,0,0,1
2054,"""""""It's nine o'clock in the morning!""""""",0,0,0,0,0,0,1
2055,"""""""Can I help you?""""""",1,0,0,0,0,0,0
2056,"""""""Uh yeah, where-where’s the guy who decides who’s pictures go up on the wall?""""""",1,0,0,0,0,0,0
2057,"""""""He’s not here right now.""""""",1,0,0,0,0,0,0
2058,"""""""Oh, you’re kidding me!""""""",0,1,0,0,0,0,0
2059,"""""""All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.""""""",1,0,0,0,0,0,0
2060,"""""""Okay?""""""",1,0,0,0,0,0,0
2061,"""""""I’m an actor. I’m kinda getting my picture up there on the wall.""""""",1,0,0,0,0,0,0
2062,"""""""Y’know, there are two people who could put your picture up there.""""""",1,0,0,0,0,0,0
2063,"""""""Oh really? Well, maybe you and I go out for drinks?  You’re the other one right?""""""",1,0,0,0,0,0,0
2064,"""""""Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.""""""",0,0,0,0,0,1,0
2065,"""""""What?! You’re crazy! There’s nothing sexual about the noises I make!""""""",0,0,0,0,0,0,1
2066,"""""""Well not clients, lovers. But let’s just y’know, try it again. Come back and-and we’ll work through it.""""""",1,0,0,0,0,0,0
2067,"""""""Are you sure?""""""",0,0,0,0,0,0,1
2068,"""""""Yes.""""""",1,0,0,0,0,0,0
2069,"""""""I guess.""""""",1,0,0,0,0,0,0
2070,"""""""Great! Okay, if you’ll just excuse me.  So, did you hear something you liked?""""""",0,0,0,0,1,0,0
2071,"""""""There’s nothing sexual about this?""""""",0,1,0,0,0,0,0
2072,"""""""Oo God!""""""",0,0,0,0,0,1,0
2073,"""""""What are you looking at?!""""""",0,1,0,0,0,0,0
2074,"""""""I mean hi.""""""",1,0,0,0,0,0,0
2075,"""""""Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!""""""",0,0,0,1,0,0,0
2076,"""""""No, you can’t let this stop you from getting massages!""""""",0,0,0,0,0,1,0
2077,"""""""No look, I have, I have lots of clients that make the same noises you do!""""""",1,0,0,0,0,0,0
2078,"""""""Really?!""""""",0,0,0,0,0,0,1
2079,"""""""Thanks for the coffee, or bedankt voor de koffie, Gunter.""""""",1,0,0,0,0,0,0
2080,"""""""Yeah, we’re done.""""""",1,0,0,0,0,0,0
2081,"""""""Ezel? Ezel? Ezel?""""""",0,0,0,0,0,0,1
2082,"""""""Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?""""""",0,0,0,0,1,0,0
2083,"""""""Really?!""""""",0,0,0,0,0,0,1
2084,"""""""No. But I got Knicks tickets for you, me, and Chandler.""""""",1,0,0,0,0,0,0
2085,"""""""Sweet!""""""",0,0,0,0,1,0,0
2086,"""""""All right, well finish your coffee; let’s go.""""""",1,0,0,0,0,0,0
2087,"""""""Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.""""""",0,0,1,0,0,0,0
2088,"""""""Uh actually, sorry I can’t even make it. I’m seeing Mona again tonight.""""""",1,0,0,0,0,0,0
2089,"""""""'I understand: who would cancel an actual date to go to a fake bachelor party?'""""""",1,0,0,0,0,0,0
2090,"""""""I’m sorry I gotta cancel tonight baby""""""",0,0,0,0,0,1,0
2091,"""""""So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?""""""",1,0,0,0,0,0,0
2092,"""""""Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.""""""",1,0,0,0,0,0,0
2093,"""""""Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.""""""",1,0,0,0,0,0,0
2094,"""""""She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!""""""",0,0,0,0,1,0,0
2095,"""""""Oh, what a fun office.""""""",0,0,0,0,1,0,0
2096,"""""""I don't know which one, but I do know I need a cigarette.""""""",1,0,0,0,0,0,0
2097,"""""""So what do you say we take a break, we go outside, and we'll figure this out when we come back?""""""",1,0,0,0,0,0,0
2098,"""""""Rachel? Do you smoke?""""""",1,0,0,0,0,0,0
2099,"""""""Oh no, my dad's a doctor and he would always tell me just horror stories……about ghosts and goblins who totally supported the princess's right to smoke.""""""",1,0,0,0,0,0,0
2100,"""""""What?""""""",1,0,0,0,0,0,0
2101,"""""""Peach pit.""""""",1,0,0,0,0,0,0
2102,"""""""Yes, Bunny?""""""",1,0,0,0,0,0,0
2103,"""""""Peach pit. That night we, uh- we had-""""""",1,0,0,0,0,0,0
2104,"""""""-Peaches?""""""",1,0,0,0,0,0,0
2105,"""""""Actually, nectarines, but basically...""""""",1,0,0,0,0,0,0
2106,"""""""Could've been a peach.""""""",1,0,0,0,0,0,0
2107,"""""""Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.""""""",1,0,0,0,0,0,0
2108,"""""""Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.""""""",0,0,0,0,1,0,0
2109,"""""""All right!""""""",0,0,0,0,1,0,0
2110,"""""""Westminster Abbey!""""""",0,0,0,0,1,0,0
2111,"""""""Hands down, best Abbey I’ve ever seen.""""""",0,0,0,0,1,0,0
2112,"""""""Hey!""""""",0,0,0,0,1,0,0
2113,"""""""Okay.""""""",1,0,0,0,0,0,0
2114,"""""""What do you think of the Abbey, Chandler?""""""",1,0,0,0,0,0,0
2115,"""""""I think it’s great. It’s great. Y’know, they’re thinking of changing the name of this place.""""""",1,0,0,0,0,0,0
2116,"""""""Really? To what?""""""",0,0,0,0,0,0,1
2117,"""""""To Put the Camera Away!!!""""""",0,1,0,0,0,0,0
2118,"""""""Man,""""""",1,0,0,0,0,0,0
2119,"""""""Okay now Joey, y'know that since you're returning all of this stuff right after the audition you're gonna have to wear underwear?""""""",1,0,0,0,0,0,0
2120,"""""""All right, then you'd better show me some of that too then.""""""",1,0,0,0,0,0,0
2121,"""""""Okay, it's missing something. Ooh, I know! Umm, okay.""""""",1,0,0,0,0,0,0
2122,"""""""Y'know, I can't believe I'm getting my nails done!  And""""""",0,0,0,0,0,0,1
2123,"""""""Chandler, there’s a guy right over there.""""""",1,0,0,0,0,0,0
2124,"""""""That’s a mailman! That’s""""""",0,0,0,0,0,0,1
2125,"""""""Chandler, don’t worry! This doesn’t make you any less of a guy!""""""",1,0,0,0,0,0,0
2126,"""""""Hey, you know who used to have nails like that?""""""",1,0,0,0,0,0,0
2127,"""""""Eh..., I don’t, I don’t know.""""""",0,0,0,0,0,1,0
2128,"""""""What?""""""",1,0,0,0,0,0,0
2129,"""""""Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?""""""",0,0,0,0,0,1,0
2130,"""""""Rachel?""""""",1,0,0,0,0,0,0
2131,"""""""Yeah.""""""",1,0,0,0,0,0,0
2132,"""""""Do you remember when you first came here, how you spent two weeks getting trained by another waitress?""""""",1,0,0,0,0,0,0
2133,"""""""Oh, sure! Do you need me to train somebody new?""""""",0,0,0,0,1,0,0
2134,"""""""Good one. Actually, ah, Terry wants you to take the training again, whenever.""""""",1,0,0,0,0,0,0
2135,"""""""Eh, do you believe that?""""""",0,0,0,0,0,0,1
2136,"""""""Yeah?""""""",1,0,0,0,0,0,0
2137,"""""""Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.""""""",0,1,0,0,0,0,0
2138,"""""""No, you said the baby creeps you out.""""""",1,0,0,0,0,0,0
2139,"""""""And how none of it matters when the people really love each other.""""""",1,0,0,0,0,0,0
2140,"""""""And how people will believe anything you tell them as long as it’s a compliment.""""""",1,0,0,0,0,0,0
2141,"""""""No, the little girl creeps me out.""""""",0,1,0,0,0,0,0
2142,"""""""You said the baby.""""""",1,0,0,0,0,0,0
2143,"""""""Why would the baby creep me out?""""""",0,1,0,0,0,0,0
2144,"""""""Why would the little girl creep you out?""""""",0,1,0,0,0,0,0
2145,"""""""You guys, I’m sorry, could you please talk a little slower?""""""",1,0,0,0,0,0,0
2146,"""""""This is going in your book?""""""",0,0,0,0,0,0,1
2147,"""""""Yeah, it’s about relationships. Y’know? The traps, the pitfalls, what not to do, keep going. This stuff is great!""""""",0,0,0,0,1,0,0
2148,"""""""What?! Excuse me!""""""",0,0,0,0,0,0,1
2149,"""""""Yes, I made it!""""""",0,0,0,0,1,0,0
2150,"""""""I’m on time!""""""",0,0,0,0,1,0,0
2151,"""""""Okay, why don’t we all uh,  open our books to page 23.""""""",1,0,0,0,0,0,0
2152,"""""""Where…  Where you will see…a uh…a bunch of uh…red spots.""""""",1,0,0,0,0,0,0
2153,"""""""Okay,  umm, why don’t, why don’t you all start to read, while I—""""""",1,0,0,0,0,0,0
2154,"""""""Yeah, all right. All right! Just keep walkin'! All right?""""""",0,1,0,0,0,0,0
2155,"""""""Ross! What are you… I'm sorry sir. I just, I think he just really likes you.""""""",1,0,0,0,0,0,0
2156,"""""""Hey! Y'know that teacher who had a baby with her student?""""""",1,0,0,0,0,0,0
2157,"""""""What the? What""""""",0,0,0,0,0,0,1
2158,"""""""Miss? May I help you?""""""",1,0,0,0,0,0,0
2159,"""""""Okay look, don't...don't be mad okay?""""""",0,0,0,1,0,0,0
2160,"""""""But after I unpacked the boxes I wanted to do something nice for you, so, I-I-I cleaned the apartment.""""""",1,0,0,0,0,0,0
2161,"""""""Oh well you're the best. You come here to me.""""""",0,0,0,0,1,0,0
2162,"""""""All right, hold on okay? First thing's first.  Okay, now did Ross sit""""""",1,0,0,0,0,0,0
2163,"""""""So I moved everything around and then I forgot where it, where it went back and I'm sorry, I'm very sorry, I'm sorry, I'm sorry.""""""",0,0,0,0,0,1,0
2164,"""""""It's okay. Chandler, are you afraid of me or something?""""""",1,0,0,0,0,0,0
2165,"""""""Do you want me to be afraid of you?""""""",1,0,0,0,0,0,0
2166,"""""""Of course not.""""""",1,0,0,0,0,0,0
2167,"""""""I mean gosh, Chandler what you did, it's, it's a wonderful thing and I really appreciate it.""""""",0,0,0,0,1,0,0
2168,"""""""I know I have this weird thing where I want everything to be in the perfect place, but I'd never expect you to worry about that.""""""",0,0,0,0,1,0,0
2169,"""""""Really?""""""",0,0,0,0,0,0,1
2170,"""""""Of course!""""""",1,0,0,0,0,0,0
2171,"""""""Okay, that's it. I cannot make this decision! It is""""""",0,1,0,0,0,0,0
2172,"""""""A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!""""""",0,0,1,0,0,0,0
2173,"""""""Magic 8 Ball, should I never see Rachel again?""""""",1,0,0,0,0,0,0
2174,"""""""Ask again later.""""""",1,0,0,0,0,0,0
2175,"""""""Later is not good enough.""""""",0,1,0,0,0,0,0
2176,"""""""Ask again later.""""""",1,0,0,0,0,0,0
2177,"""""""What the hell!""""""",0,1,0,0,0,0,0
2178,"""""""This is broken!""""""",0,1,0,0,0,0,0
2179,"""""""It-it is broken!""""""",0,1,0,0,0,0,0
2180,"""""""All right, let me see.  Will Chandler have sex tonight?  Don't count on it. Seems like it works to me.""""""",1,0,0,0,0,0,0
2181,"""""""Ooh, it's not a toy.""""""",0,1,0,0,0,0,0
2182,"""""""Well, I don't know what else to do.""""""",0,0,0,0,0,1,0
2183,"""""""I mean, I either keep my wife and lose one of my-my-my best friends or I keep my friend and get divorced the second time before I'm 30!""""""",0,1,0,0,0,0,0
2184,"""""""So-so if anyone has-has a better suggestion, let's hear it!""""""",0,1,0,0,0,0,0
2185,"""""""'''Cause I-I got nothing!'""""""",0,1,0,0,0,0,0
2186,"""""""All right, don't be shy, any suggestion will do.""""""",0,1,0,0,0,0,0
2187,"""""""Okay then.""""""",1,0,0,0,0,0,0
2188,"""""""Here we go.""""""",1,0,0,0,0,0,0
2189,"""""""Excuse me.""""""",1,0,0,0,0,0,0
2190,"""""""Yeah?""""""",1,0,0,0,0,0,0
2191,"""""""Are you Phoebe Buffay?""""""",1,0,0,0,0,0,0
2192,"""""""Yeah.""""""",1,0,0,0,0,0,0
2193,"""""""Can-can I get your autograph, I’m your biggest fan.""""""",0,0,0,0,1,0,0
2194,"""""""I think she took it pretty well. You know Paolo's over there right now, so...""""""",1,0,0,0,0,0,0
